c,idade,sexo,tempo_como_cliente,frequencia_uso,ligacoes_callcenter,dias_atraso,assinatura,duracao_contrato,total_gasto,meses_ultima_interacao,cancelou
4147020,500,Male,20.0,80,20,150,Standard,Quarterly,79316,100,0
1433740,630,Male,140.0,60,60,100,Basic,Quarterly,9960,190,0
1901600,200,Female,390.0,60,0,190,Basic,Annual,5000,270,0
3894550,260,Male,490.0,200,0,160,Standard,Annual,62388,20,0
3438510,450,Male,220.0,190,30,130,Premium,Quarterly,57894,40,0
1159270,270,Female,140.0,10,100,80,Basic,Annual,3960,90,0
4244940,300,Male,350.0,30,30,60,Basic,Quarterly,74977,250,0
709190,610,Male,410.0,210,100,0,Premium,Monthly,9640,270,0
4217500,200,Male,80.0,20,10,200,Basic,Annual,91876,290,0
2061530,330,Male,230.0,190,0,220,Premium,Quarterly,15972,280,0
3088970,370,Male,480.0,230,20,80,Basic,Quarterly,5907,20,0
3248710,320,Male,160.0,290,20,70,Premium,Annual,72587,90,0
1684020,220,Female,170.0,30,0,200,Basic,Quarterly,5090,140,0
2599490,510,Male,500.0,20,70,100,Premium,Monthly,20928,260,0
776190,220,Male,120.0,260,60,110,Basic,Quarterly,2710,280,0
3873690,400,Female,550.0,240,20,150,Basic,Quarterly,70742,110,0
3511610,430,Female,200.0,200,40,160,Premium,Quarterly,74234,40,0
219380,560,Female,150.0,200,20,300,Basic,Monthly,2360,250,0
2558750,550,Male,40.0,200,50,140,Premium,Quarterly,2497,130,0
2815600,450,Male,30.0,120,0,180,Premium,Quarterly,56191,160,0
1064280,300,Male,460.0,10,40,290,Premium,Quarterly,8210,160,0
2272220,400,Female,500.0,30,40,30,Standard,Monthly,82916,10,0
3363010,470,Male,130.0,200,10,50,Standard,Annual,71634,90,0
3567010,330,Female,510.0,130,0,190,Premium,Quarterly,74191,50,0
3050050,480,Male,470.0,50,20,190,Basic,Quarterly,7568,190,0
1154020,430,Female,440.0,280,70,100,Standard,Monthly,4680,240,0
1958420,540,Female,540.0,200,10,70,Basic,Quarterly,3330,170,0
2182970,290,Female,400.0,160,90,170,Premium,Monthly,75551,170,0
54750,480,Male,540.0,290,60,180,Basic,Quarterly,5190,100,0
1224900,420,Female,210.0,170,90,150,Standard,Annual,4220,300,0
2421630,290,Male,330.0,110,90,90,Premium,Quarterly,14859,70,0
65380,540,Female,600.0,200,60,270,Basic,Monthly,1740,140,0
2998550,350,Female,210.0,170,10,120,Basic,Annual,94896,70,0
1933410,480,Female,590.0,140,90,200,Standard,Quarterly,5770,230,0
2938430,200,Male,600.0,270,20,130,Standard,Quarterly,98737,110,0
4236900,200,Male,90.0,170,0,20,Premium,Quarterly,81254,60,0
220150,380,Female,290.0,120,70,90,Premium,Monthly,5580,120,0
228200,630,Female,470.0,260,0,200,Standard,Monthly,5000,190,0
1619490,500,Female,180.0,90,20,180,Standard,Quarterly,8640,40,0
1862860,420,Female,330.0,190,10,130,Standard,Annual,1910,230,0
3572400,380,Male,540.0,180,20,150,Premium,Annual,97446,200,0
524280,320,Male,380.0,150,80,160,Premium,Annual,3780,220,0
3075990,480,Female,590.0,40,40,90,Basic,Annual,97266,150,0
2352870,350,Female,140.0,130,40,60,Basic,Quarterly,72698,10,0
2512230,410,Female,190.0,90,30,150,Standard,Annual,81482,220,0
1342510,190,Female,250.0,100,100,0,Basic,Quarterly,3690,260,0
2333470,220,Male,520.0,250,30,90,Basic,Monthly,72604,140,0
4188580,180,Female,450.0,160,10,80,Basic,Annual,97946,70,0
738780,460,Female,390.0,170,20,230,Premium,Annual,8340,100,0
1620420,550,Male,530.0,110,40,20,Premium,Monthly,9650,220,0
17540,440,Male,550.0,210,90,280,Basic,Annual,3070,20,0
2830170,310,Male,260.0,140,0,200,Basic,Quarterly,77939,180,0
3813850,310,Female,190.0,110,30,120,Premium,Annual,76682,90,0
1003470,360,Male,40.0,70,100,70,Basic,Monthly,5640,170,0
2015300,530,Male,160.0,120,20,260,Standard,Quarterly,1660,70,0
591480,370,Male,10.0,50,100,160,Basic,Annual,6080,270,0
130640,630,Male,550.0,50,40,270,Basic,Quarterly,1010,80,0
1982390,320,Male,550.0,300,70,210,Basic,Quarterly,5460,130,0
3002780,480,Male,510.0,220,30,0,Basic,Quarterly,54627,300,0
502150,280,Female,260.0,130,10,250,Standard,Quarterly,2070,230,0
1127780,580,Female,120.0,70,90,270,Basic,Monthly,7520,50,0
3739640,460,Male,60.0,210,30,100,Standard,Annual,53816,260,0
3698060,490,Male,220.0,260,20,80,Standard,Annual,94505,300,0
3153450,480,Male,490.0,160,40,0,Standard,Quarterly,68533,130,0
179640,190,Male,320.0,280,30,90,Premium,Monthly,7450,120,0
3705690,500,Male,370.0,140,10,130,Basic,Quarterly,5579,230,0
3139540,310,Male,100.0,140,10,160,Basic,Quarterly,69998,130,0
2732970,450,Male,370.0,80,20,20,Premium,Annual,64994,10,0
2674280,320,Male,360.0,170,10,20,Premium,Quarterly,61333,70,0
2964690,500,Female,450.0,250,10,60,Standard,Quarterly,9129,30,0
325150,470,Male,10.0,260,90,40,Premium,Annual,6910,120,0
1382480,510,Female,180.0,130,20,280,Basic,Monthly,4960,210,0
2627700,420,Male,280.0,200,20,100,Standard,Quarterly,70676,140,0
994600,460,Male,360.0,250,50,100,Standard,Annual,8970,220,0
2611130,190,Male,480.0,240,0,100,Premium,Annual,58178,210,0
1795530,640,Female,120.0,10,100,160,Standard,Annual,1600,300,0
2200540,530,Male,20.0,70,20,0,Premium,Quarterly,33096,10,0
4403110,210,Male,580.0,290,20,20,Premium,Annual,87567,10,0
1893670,540,Female,60.0,260,50,230,Standard,Quarterly,1490,240,0
3297590,480,Male,560.0,280,30,110,Premium,Quarterly,54001,240,0
1798650,500,Female,370.0,50,60,200,Basic,Quarterly,5290,260,0
2429680,430,Female,280.0,180,80,220,Basic,Annual,97042,20,0
3966500,370,Male,370.0,260,10,30,Premium,Quarterly,57454,270,0
496370,400,Female,260.0,100,60,10,Basic,Annual,3740,70,0
4362130,420,Male,430.0,280,0,160,Basic,Annual,84516,40,0
1038710,570,Male,280.0,210,40,190,Basic,Quarterly,9110,170,0
2605320,390,Male,380.0,180,0,130,Basic,Annual,22181,10,0
1823710,490,Female,200.0,140,80,180,Standard,Annual,6750,10,0
728730,240,Male,380.0,40,70,180,Premium,Monthly,2380,160,0
4308380,360,Female,100.0,170,30,110,Premium,Quarterly,99615,100,0
2635870,420,Male,120.0,150,10,120,Premium,Quarterly,69164,230,0
4060,610,Male,90.0,200,60,220,Standard,Annual,8090,70,0
1989130,520,Male,10.0,100,60,260,Premium,Monthly,6180,20,0
3919540,240,Female,430.0,180,10,120,Standard,Quarterly,88793,140,0
4082840,340,Female,180.0,230,30,80,Premium,Annual,68427,50,0
4392820,440,Male,80.0,100,0,10,Premium,Annual,82739,190,0
1393170,460,Male,380.0,40,90,150,Standard,Annual,4940,100,0
2097090,360,Female,140.0,270,0,200,Basic,Quarterly,96537,300,0
1176610,640,Male,410.0,70,40,270,Standard,Annual,3780,200,0
2248380,570,Female,60.0,20,90,10,Premium,Monthly,66973,240,0
1947210,370,Female,300.0,180,40,50,Standard,Annual,1630,30,0
3263270,390,Male,560.0,140,20,50,Basic,Annual,56775,60,0
2244420,210,Male,40.0,100,90,80,Premium,Annual,22076,180,0
2100940,520,Male,220.0,40,0,150,Basic,Annual,61291,170,0
3326130,430,Male,390.0,270,30,10,Standard,Quarterly,74611,230,0
3286220,290,Male,70.0,150,20,110,Premium,Quarterly,56006,30,0
2396210,560,Female,120.0,10,30,190,Basic,Quarterly,49185,130,0
3244840,230,Female,270.0,140,0,140,Standard,Annual,9530,40,0
4408340,370,Male,600.0,270,0,60,Basic,Annual,99234,180,0
4162840,360,Male,500.0,100,10,150,Premium,Annual,73115,140,0
3814250,460,Male,550.0,140,20,190,Premium,Annual,54339,240,0
3109010,240,Male,170.0,230,10,10,Standard,Quarterly,8527,180,0
2829900,330,Female,550.0,300,10,90,Standard,Quarterly,73181,60,0
3893630,500,Male,230.0,150,10,90,Standard,Annual,83384,260,0
2607490,330,Female,570.0,190,50,70,Premium,Annual,31362,170,0
283770,540,Female,600.0,230,30,160,Premium,Quarterly,9390,70,0
1548780,290,Male,290.0,150,20,200,Premium,Monthly,4550,20,0
3877300,330,Female,580.0,230,30,200,Standard,Quarterly,99948,50,0
654040,350,Male,480.0,130,40,200,Basic,Monthly,9370,290,0
4301650,200,Male,410.0,40,0,130,Standard,Annual,68119,100,0
3465490,340,Female,520.0,60,20,170,Basic,Quarterly,51646,40,0
359890,370,Female,270.0,300,90,60,Standard,Annual,6200,100,0
2197010,530,Male,580.0,160,70,140,Basic,Quarterly,70042,130,0
118950,560,Female,290.0,20,60,240,Premium,Quarterly,3970,120,0
2584160,450,Female,520.0,40,90,200,Standard,Monthly,2272,20,0
1840870,500,Female,590.0,260,20,0,Standard,Annual,7960,30,0
3270690,430,Female,540.0,120,20,140,Standard,Quarterly,83199,30,0
2932500,460,Female,220.0,170,10,180,Premium,Quarterly,97594,80,0
4453610,470,Female,270.0,220,10,120,Basic,Quarterly,68866,60,0
2844200,350,Male,540.0,70,30,190,Standard,Annual,77887,20,0
3742270,250,Female,20.0,230,0,180,Standard,Annual,94184,70,0
2015470,620,Male,70.0,110,10,180,Standard,Quarterly,8790,250,0
3862220,280,Male,120.0,240,10,30,Standard,Annual,97992,110,0
89510,610,Male,500.0,280,30,300,Basic,Quarterly,8180,40,0
261270,390,Male,220.0,160,100,260,Basic,Quarterly,5410,60,0
4143120,200,Male,400.0,210,10,190,Standard,Quarterly,83009,120,0
2547540,510,Male,310.0,210,70,60,Standard,Quarterly,11937,90,0
2740430,450,Male,490.0,290,30,160,Standard,Annual,85424,280,0
1699030,340,Male,330.0,280,30,130,Premium,Quarterly,3330,30,0
1197330,570,Female,110.0,130,90,230,Basic,Quarterly,9550,60,0
1466590,400,Male,560.0,160,20,270,Basic,Monthly,4930,270,0
1939970,300,Female,170.0,10,70,160,Basic,Annual,1480,280,0
4240100,340,Male,260.0,280,20,180,Basic,Annual,61577,60,0
90010,530,Female,450.0,210,60,270,Basic,Monthly,9640,20,0
1492590,430,Female,50.0,280,40,80,Standard,Quarterly,3250,110,0
453740,590,Male,70.0,180,50,210,Premium,Annual,9640,230,0
2231960,460,Male,560.0,290,0,10,Premium,Monthly,23408,270,0
3153580,440,Male,370.0,70,40,160,Premium,Annual,74378,10,0
750850,630,Male,110.0,190,20,290,Premium,Quarterly,1600,40,0
3559180,190,Male,450.0,250,10,170,Standard,Annual,57394,100,0
704470,510,Male,520.0,190,50,110,Basic,Quarterly,6660,160,0
3576180,200,Male,500.0,230,20,80,Standard,Quarterly,87379,270,0
1807410,370,Female,460.0,160,100,190,Premium,Annual,6640,170,0
4409750,270,Male,390.0,220,20,120,Standard,Annual,56213,200,0
1524030,620,Male,100.0,300,50,140,Basic,Monthly,2710,130,0
4200720,410,Male,170.0,280,0,160,Premium,Quarterly,89345,260,0
1897770,480,Male,20.0,270,50,130,Premium,Quarterly,1970,120,0
2732500,480,Male,220.0,180,20,190,Basic,Quarterly,97952,240,0
3735940,210,Male,110.0,20,20,10,Premium,Annual,8090,290,0
4185620,460,Male,90.0,200,20,120,Basic,Annual,70499,210,0
3004350,270,Female,330.0,250,20,70,Standard,Quarterly,74709,120,0
3731930,310,Female,560.0,60,0,120,Premium,Annual,88114,150,0
1927870,530,Female,570.0,290,100,210,Premium,Monthly,7480,150,0
900910,200,Male,510.0,290,60,110,Basic,Monthly,9180,40,0
3286770,300,Male,70.0,70,20,60,Standard,Quarterly,79873,270,0
3732980,220,Male,130.0,190,0,120,Basic,Quarterly,71179,130,0
2140290,380,Female,550.0,160,90,10,Standard,Quarterly,32999,50,0
3803280,400,Male,160.0,230,20,150,Premium,Quarterly,66195,30,0
2178650,260,Female,440.0,230,20,110,Basic,Monthly,59499,40,0
791890,630,Female,520.0,60,90,140,Premium,Quarterly,7510,190,0
1034860,180,Female,130.0,120,40,0,Standard,Monthly,9630,230,0
579250,590,Male,140.0,200,0,140,Premium,Quarterly,2820,280,0
3230610,490,Male,60.0,210,10,130,Standard,Annual,54786,210,0
2076530,500,Male,130.0,160,100,210,Standard,Quarterly,86355,130,0
3281810,470,Male,280.0,10,0,130,Premium,Quarterly,65929,130,0
909560,400,Female,420.0,60,0,100,Premium,Monthly,9090,220,0
424650,610,Female,50.0,70,40,150,Premium,Annual,9380,270,0
1193870,520,Female,400.0,300,60,180,Standard,Annual,2490,10,0
541320,450,Female,450.0,130,20,190,Standard,Monthly,9230,50,0
454430,570,Female,110.0,20,90,170,Basic,Annual,5020,120,0
2531940,370,Female,200.0,110,0,270,Premium,Monthly,83138,140,0
1513510,390,Male,430.0,10,70,60,Premium,Monthly,6640,70,0
3514800,190,Male,350.0,280,10,180,Basic,Quarterly,9002,230,0
1604020,550,Male,20.0,260,10,130,Standard,Annual,5460,60,0
2537790,500,Female,50.0,40,60,190,Standard,Annual,69086,60,0
1475400,260,Female,60.0,220,30,140,Basic,Quarterly,3770,260,0
2443940,600,Female,460.0,290,60,30,Premium,Monthly,43773,120,0
3146390,310,Male,530.0,50,20,180,Standard,Quarterly,50798,240,0
3388580,490,Male,560.0,270,10,140,Standard,Annual,9964,90,0
2877060,420,Male,310.0,230,0,160,Premium,Annual,67923,300,0
37400,220,Female,390.0,160,50,70,Standard,Quarterly,1200,150,0
1787460,290,Female,40.0,190,0,130,Premium,Annual,9060,210,0
3946020,360,Female,450.0,30,0,60,Standard,Quarterly,77928,60,0
3238620,430,Male,530.0,10,40,10,Premium,Annual,96506,160,0
3729480,370,Female,180.0,170,0,20,Standard,Quarterly,50679,30,0
3815430,460,Female,180.0,170,20,0,Basic,Quarterly,51733,50,0
1822110,370,Female,110.0,100,30,40,Standard,Quarterly,7230,50,0
2307300,410,Female,270.0,180,0,300,Premium,Annual,47207,110,0
808100,460,Male,400.0,290,90,30,Basic,Quarterly,7430,20,0
1574860,220,Male,360.0,210,20,90,Standard,Quarterly,6680,270,0
1336140,200,Male,570.0,10,80,90,Standard,Annual,9090,290,0
2949280,410,Male,600.0,200,0,150,Premium,Annual,72718,190,0
2141750,450,Female,100.0,150,0,40,Premium,Quarterly,37079,130,0
4108700,320,Male,420.0,180,30,170,Standard,Quarterly,84177,150,0
4415040,300,Male,600.0,120,10,90,Standard,Annual,93518,250,0
1791760,370,Male,210.0,40,90,90,Standard,Quarterly,9050,270,0
3011550,480,Male,520.0,180,40,50,Standard,Annual,53937,80,0
1175000,500,Male,130.0,60,20,260,Basic,Monthly,9130,220,0
3243510,420,Male,110.0,50,20,80,Premium,Annual,80751,160,0
1947070,520,Female,60.0,290,70,170,Basic,Quarterly,8350,10,0
3026770,310,Male,90.0,250,0,190,Basic,Annual,73591,60,0
4040400,490,Male,80.0,280,40,190,Premium,Annual,6305,220,0
1385490,300,Female,310.0,280,10,160,Premium,Monthly,8200,250,0
2465380,380,Female,340.0,30,80,250,Standard,Annual,20717,270,0
589540,250,Female,50.0,280,40,240,Premium,Monthly,5830,200,0
1238140,300,Female,320.0,90,90,180,Premium,Quarterly,7300,20,0
2197320,450,Female,170.0,40,30,150,Premium,Quarterly,94763,170,0
4112160,470,Male,470.0,80,30,60,Premium,Quarterly,87893,140,0
2133310,370,Female,450.0,130,60,260,Standard,Monthly,72434,150,0
650400,380,Female,320.0,110,40,20,Basic,Monthly,9580,100,0
3478930,440,Male,220.0,210,10,200,Basic,Annual,61241,280,0
4050170,500,Female,530.0,100,30,150,Standard,Annual,71674,120,0
3210040,310,Male,160.0,110,0,80,Basic,Quarterly,68489,270,0
652090,640,Female,600.0,250,10,30,Standard,Quarterly,4810,10,0
3147440,380,Female,230.0,280,10,10,Basic,Annual,55583,140,0
2988980,230,Male,390.0,230,20,50,Basic,Annual,54925,180,0
1208310,460,Male,300.0,80,40,280,Premium,Monthly,3410,200,0
1579340,430,Male,430.0,120,80,130,Premium,Monthly,7590,160,0
3096880,350,Female,140.0,290,0,0,Premium,Annual,51621,150,0
2301620,340,Male,410.0,80,30,80,Standard,Monthly,88257,190,0
1765640,520,Female,410.0,240,60,30,Standard,Annual,1640,30,0
2455960,650,Male,400.0,40,40,280,Premium,Monthly,93712,30,0
1552460,420,Male,150.0,70,100,290,Basic,Monthly,7120,250,0
2443810,560,Female,10.0,20,20,120,Standard,Quarterly,18825,220,0
1351170,360,Male,580.0,170,50,40,Standard,Annual,4420,50,0
2458630,610,Female,480.0,80,40,130,Premium,Monthly,18749,70,0
1944770,620,Female,120.0,70,0,110,Standard,Quarterly,2820,210,0
4056440,460,Male,300.0,270,40,130,Basic,Annual,80817,260,0
2262880,460,Male,30.0,230,90,120,Standard,Annual,52307,280,0
912840,350,Male,500.0,300,80,180,Standard,Quarterly,2090,220,0
4197490,300,Male,350.0,70,10,20,Basic,Annual,66489,110,0
482490,510,Male,600.0,240,0,270,Standard,Monthly,2590,30,0
2525450,530,Female,310.0,250,100,170,Standard,Annual,59533,70,0
910920,590,Male,590.0,70,90,130,Basic,Annual,8130,160,0
4299100,420,Male,190.0,220,40,50,Basic,Quarterly,50452,50,0
1885550,400,Male,50.0,20,70,30,Basic,Annual,9870,40,0
600510,580,Male,540.0,20,20,20,Premium,Annual,9630,130,0
3681600,310,Male,300.0,70,10,180,Premium,Annual,56521,240,0
679500,220,Male,420.0,60,90,180,Premium,Monthly,5220,90,0
2238200,470,Male,490.0,40,50,230,Basic,Annual,88405,190,0
255230,580,Male,550.0,220,50,20,Standard,Monthly,5080,60,0
3321190,370,Female,270.0,80,10,30,Basic,Quarterly,69643,140,0
444620,520,Male,80.0,40,40,260,Standard,Monthly,2980,100,0
878720,450,Male,470.0,140,70,220,Standard,Annual,4380,20,0
3858500,370,Male,120.0,230,20,20,Standard,Annual,62051,240,0
292110,290,Male,240.0,160,80,40,Basic,Monthly,8370,220,0
2349970,310,Female,450.0,280,80,110,Standard,Quarterly,54663,80,0
2408410,470,Female,30.0,70,60,200,Basic,Quarterly,67603,180,0
3627170,490,Male,440.0,230,20,70,Premium,Annual,84727,40,0
507370,650,Female,430.0,300,100,70,Basic,Quarterly,5430,60,0
525910,630,Male,560.0,240,80,240,Standard,Quarterly,7080,40,0
4193840,210,Male,270.0,80,0,40,Premium,Annual,53808,160,0
959790,270,Female,190.0,280,0,40,Standard,Quarterly,2720,290,0
2043260,630,Male,230.0,60,20,130,Premium,Annual,90891,180,0
4190600,190,Male,90.0,260,0,90,Basic,Annual,58455,50,0
1866840,450,Female,110.0,230,50,240,Basic,Quarterly,4350,290,0
2192850,370,Male,50.0,20,100,270,Standard,Monthly,71573,210,0
2963180,340,Male,270.0,30,10,40,Standard,Annual,89402,230,0
1485840,630,Female,430.0,30,0,100,Premium,Quarterly,4120,130,0
2369580,280,Female,40.0,110,90,280,Basic,Annual,19903,210,0
3275440,410,Male,370.0,20,0,110,Standard,Quarterly,67723,40,0
1602470,510,Male,250.0,260,20,230,Standard,Quarterly,9160,290,0
4343430,470,Male,350.0,80,40,120,Basic,Quarterly,95244,80,0
1419760,580,Female,360.0,60,10,260,Standard,Quarterly,8680,230,0
1693680,390,Male,370.0,20,0,20,Standard,Annual,3550,20,0
3349490,450,Male,230.0,300,0,20,Basic,Quarterly,80374,30,0
3465330,410,Male,510.0,40,40,140,Basic,Quarterly,98051,90,0
1709090,230,Female,260.0,230,0,250,Basic,Monthly,6490,250,0
2358260,530,Female,320.0,210,60,90,Basic,Monthly,57526,180,0
2943630,380,Female,10.0,30,10,100,Standard,Annual,54913,150,0
2773550,450,Male,470.0,190,30,90,Premium,Quarterly,61878,210,0
314620,290,Male,360.0,160,50,260,Basic,Monthly,1800,250,0
4469860,390,Female,10.0,110,30,130,Standard,Quarterly,59377,50,0
1587400,530,Female,470.0,130,90,80,Basic,Quarterly,7800,290,0
2052460,650,Male,600.0,20,20,140,Basic,Monthly,14156,230,0
3916780,260,Male,100.0,170,0,70,Basic,Quarterly,59067,210,0
442750,340,Female,580.0,130,50,260,Basic,Monthly,9420,130,0
2538520,310,Male,440.0,240,50,270,Standard,Monthly,84212,190,0
524550,240,Female,340.0,220,60,110,Standard,Quarterly,9810,210,0
2909920,450,Male,550.0,230,40,40,Basic,Annual,8177,260,0
2587230,210,Male,600.0,120,70,220,Standard,Annual,1825,240,0
252460,360,Male,320.0,180,60,0,Basic,Monthly,7980,60,0
1402740,490,Female,180.0,280,10,120,Standard,Annual,3820,120,0
3109250,490,Female,450.0,290,10,20,Basic,Annual,94388,140,0
3419140,490,Female,480.0,210,0,160,Premium,Annual,58172,140,0
1627230,210,Female,110.0,200,90,290,Basic,Annual,6810,90,0
1933370,430,Male,40.0,70,100,110,Premium,Quarterly,1850,60,0
2124710,280,Female,300.0,300,80,260,Standard,Quarterly,20292,250,0
3500150,280,Male,390.0,120,0,30,Premium,Quarterly,51993,170,0
509700,420,Male,310.0,290,50,230,Standard,Quarterly,8250,270,0
2593360,620,Female,340.0,210,30,80,Basic,Annual,20087,190,0
1845380,570,Male,490.0,220,0,210,Basic,Annual,4270,190,0
1180780,540,Female,270.0,100,30,170,Standard,Annual,1650,120,0
4384030,270,Female,590.0,290,10,110,Basic,Quarterly,89988,30,0
2191540,500,Male,240.0,70,10,210,Basic,Annual,17159,90,0
1966590,290,Female,230.0,100,90,10,Basic,Quarterly,7530,190,0
291850,290,Male,270.0,70,100,100,Premium,Annual,4270,240,0
4340600,260,Male,600.0,150,0,150,Standard,Annual,80031,290,0
989820,550,Male,100.0,290,70,150,Standard,Annual,2960,80,0
3662660,470,Male,340.0,210,0,20,Standard,Annual,75737,100,0
2256550,210,Female,190.0,90,100,220,Premium,Quarterly,80542,260,0
4225900,370,Male,320.0,250,30,120,Premium,Quarterly,68942,50,0
4266680,490,Female,530.0,200,30,150,Basic,Annual,94663,100,0
113010,560,Male,330.0,300,70,280,Basic,Annual,5810,80,0
3384920,250,Female,120.0,270,0,140,Standard,Annual,68064,130,0
781610,190,Male,90.0,200,90,0,Premium,Quarterly,2230,140,0
2975580,390,Male,540.0,240,0,30,Standard,Quarterly,57344,70,0
4043810,230,Male,90.0,20,20,170,Standard,Quarterly,98418,220,0
3422960,500,Female,510.0,150,0,60,Basic,Annual,57645,60,0
1365080,350,Female,170.0,20,30,0,Basic,Annual,2680,250,0
2129850,190,Female,100.0,280,30,50,Basic,Monthly,69603,160,0
2067950,440,Male,460.0,250,40,180,Standard,Quarterly,49763,30,0
3540250,440,Male,260.0,60,20,80,Basic,Quarterly,71051,280,0
1626930,410,Male,50.0,210,60,90,Standard,Annual,5730,80,0
3153150,470,Male,400.0,60,10,40,Basic,Annual,7443,220,0
2279580,320,Male,260.0,50,10,0,Standard,Quarterly,36342,120,0
697290,370,Female,20.0,30,70,180,Premium,Monthly,7280,260,0
2114200,220,Female,490.0,100,10,170,Standard,Annual,42758,80,0
4268340,300,Female,250.0,200,20,130,Premium,Quarterly,6558,10,0
2945420,300,Male,20.0,150,30,30,Standard,Annual,98684,120,0
2955990,410,Female,580.0,140,10,40,Basic,Quarterly,56939,130,0
11200,260,Male,570.0,150,90,140,Premium,Annual,7550,200,0
3920480,410,Male,240.0,220,0,0,Premium,Quarterly,64397,260,0
3824820,480,Male,310.0,110,0,10,Premium,Quarterly,73823,110,0
720300,400,Male,510.0,260,80,60,Premium,Monthly,6350,20,0
2135970,390,Female,320.0,220,50,230,Premium,Monthly,97581,140,0
1025350,630,Male,450.0,140,50,20,Premium,Monthly,4560,180,0
2643630,500,Female,410.0,130,30,170,Premium,Annual,75838,100,0
